1.044800000000000040e+01,3.686999999999999833e+00,8.746000000000000441e+00,6.483799999999999386e+01
1.040900000000000070e+01,3.720000000000000195e+00,8.657999999999999474e+00,6.485099999999999909e+01
1.031300000000000061e+01,3.495999999999999996e+00,9.125000000000000000e+00,6.356700000000000017e+01
1.025999999999999979e+01,3.504000000000000004e+00,9.388999999999999346e+00,6.326299999999999812e+01
1.029199999999999982e+01,3.661000000000000032e+00,8.951999999999999957e+00,6.414799999999999613e+01
1.025300000000000011e+01,3.507000000000000117e+00,8.727999999999999758e+00,6.428700000000000614e+01
9.731999999999999318e+00,3.698999999999999844e+00,9.410000000000000142e+00,6.351299999999999812e+01
9.739000000000000767e+00,3.716000000000000192e+00,9.595000000000000639e+00,6.363100000000000023e+01
1.033500000000000085e+01,3.748000000000000220e+00,9.445000000000000284e+00,6.302100000000000080e+01
1.010800000000000054e+01,3.619000000000000217e+00,9.333999999999999631e+00,6.335600000000000165e+01
9.753999999999999559e+00,3.556000000000000050e+00,8.503999999999999559e+00,6.647199999999999420e+01
9.407000000000000028e+00,3.786999999999999922e+00,8.737000000000000099e+00,6.538599999999999568e+01
9.942000000000000171e+00,3.693000000000000060e+00,8.268000000000000682e+00,6.571999999999999886e+01
9.977999999999999758e+00,3.677000000000000046e+00,7.788000000000000256e+00,6.580800000000000693e+01
9.910999999999999588e+00,3.819999999999999840e+00,8.917999999999999261e+00,6.454399999999999693e+01
9.673000000000000043e+00,3.831999999999999851e+00,9.018000000000000682e+00,6.462000000000000455e+01
1.022100000000000009e+01,3.524000000000000021e+00,9.092000000000000526e+00,6.382300000000000040e+01
9.856999999999999318e+00,3.299999999999999822e+00,9.451999999999999957e+00,6.391299999999999670e+01
1.030199999999999960e+01,3.459999999999999964e+00,9.333000000000000185e+00,6.282600000000000051e+01
9.817999999999999616e+00,3.446000000000000174e+00,9.073000000000000398e+00,6.429200000000000159e+01
1.016900000000000048e+01,3.540999999999999925e+00,9.711000000000000298e+00,6.309899999999999665e+01
1.003400000000000070e+01,3.416999999999999815e+00,9.694000000000000838e+00,6.324600000000000222e+01
9.691000000000000725e+00,3.645000000000000018e+00,8.685000000000000497e+00,6.547400000000000375e+01
9.779999999999999361e+00,3.709999999999999964e+00,8.728999999999999204e+00,6.542700000000000671e+01
1.014300000000000068e+01,3.669999999999999929e+00,8.842000000000000526e+00,6.458199999999999363e+01
1.034600000000000009e+01,3.479000000000000092e+00,9.435999999999999943e+00,6.346600000000000108e+01
9.747999999999999332e+00,3.766000000000000014e+00,9.179000000000000270e+00,6.510699999999999932e+01
9.641000000000000014e+00,3.822000000000000064e+00,8.823000000000000398e+00,6.560099999999999909e+01
1.006900000000000084e+01,3.448999999999999844e+00,9.592000000000000526e+00,6.341599999999999682e+01
1.072300000000000075e+01,3.212000000000000188e+00,8.230000000000000426e+00,6.426099999999999568e+01
1.074699999999999989e+01,3.212000000000000188e+00,8.412000000000000810e+00,6.442000000000000171e+01
1.082600000000000051e+01,3.519000000000000128e+00,8.412000000000000810e+00,6.461299999999999955e+01
1.062599999999999945e+01,3.463999999999999968e+00,8.282000000000000028e+00,6.510399999999999920e+01
1.032300000000000040e+01,3.589999999999999858e+00,8.715999999999999304e+00,6.492300000000000182e+01
1.037100000000000044e+01,3.568999999999999950e+00,8.435000000000000497e+00,6.563700000000000045e+01
1.081700000000000017e+01,3.403999999999999915e+00,8.147000000000000242e+00,6.502200000000000557e+01
1.093599999999999994e+01,3.415000000000000036e+00,8.375000000000000000e+00,6.454600000000000648e+01
1.033600000000000030e+01,3.583000000000000185e+00,8.506000000000000227e+00,6.478700000000000614e+01
1.045100000000000051e+01,3.456999999999999851e+00,8.499000000000000554e+00,6.465600000000000591e+01
1.052500000000000036e+01,3.225999999999999979e+00,8.271000000000000796e+00,6.489499999999999602e+01
1.053500000000000014e+01,3.263999999999999790e+00,8.266000000000000014e+00,6.519299999999999784e+01
1.088199999999999967e+01,3.315999999999999837e+00,8.112000000000000099e+00,6.521699999999999875e+01
1.059200000000000053e+01,3.201000000000000068e+00,8.112000000000000099e+00,6.511499999999999488e+01
1.029599999999999937e+01,3.279999999999999805e+00,8.276999999999999247e+00,6.544100000000000250e+01
1.031099999999999994e+01,3.423999999999999932e+00,8.496000000000000441e+00,6.467000000000000171e+01
1.013000000000000078e+01,3.435000000000000053e+00,8.445000000000000284e+00,6.551900000000000546e+01
9.817000000000000171e+00,3.362999999999999989e+00,8.285000000000000142e+00,6.579500000000000171e+01
1.027299999999999969e+01,3.556000000000000050e+00,8.993999999999999773e+00,6.425300000000000011e+01
1.008000000000000007e+01,3.494000000000000217e+00,9.285999999999999588e+00,6.426600000000000534e+01
1.031499999999999950e+01,3.584000000000000075e+00,8.551999999999999602e+00,6.463200000000000500e+01
1.012599999999999945e+01,3.407000000000000028e+00,8.423000000000000043e+00,6.491500000000000625e+01
1.002500000000000036e+01,3.436999999999999833e+00,8.467000000000000526e+00,6.488200000000000500e+01
9.973000000000000753e+00,3.451000000000000068e+00,8.478999999999999204e+00,6.493300000000000693e+01
1.014600000000000080e+01,3.539000000000000146e+00,8.432000000000000384e+00,6.480599999999999739e+01
1.014600000000000080e+01,3.589999999999999858e+00,8.539999999999999147e+00,6.475700000000000500e+01
1.030100000000000016e+01,3.306000000000000050e+00,7.759000000000000341e+00,6.552400000000000091e+01
9.775999999999999801e+00,3.494000000000000217e+00,8.285999999999999588e+00,6.564600000000000080e+01
1.014300000000000068e+01,3.641000000000000014e+00,8.381000000000000227e+00,6.584099999999999397e+01
9.949999999999999289e+00,3.504999999999999893e+00,8.224999999999999645e+00,6.537399999999999523e+01
9.949999999999999289e+00,3.491000000000000103e+00,8.361000000000000654e+00,6.529399999999999693e+01
1.030300000000000082e+01,3.750999999999999890e+00,8.986000000000000654e+00,6.453900000000000148e+01
1.059699999999999953e+01,3.595000000000000195e+00,9.313000000000000611e+00,6.436700000000000443e+01
1.041300000000000026e+01,3.448999999999999844e+00,8.904999999999999361e+00,6.457399999999999807e+01
1.032000000000000028e+01,3.676000000000000156e+00,8.337999999999999190e+00,6.554699999999999704e+01
1.055000000000000071e+01,3.652000000000000135e+00,8.570999999999999730e+00,6.520499999999999829e+01
1.099300000000000033e+01,3.556999999999999940e+00,9.353999999999999204e+00,6.324699999999999989e+01
9.958000000000000185e+00,3.088000000000000078e+00,9.021000000000000796e+00,6.378399999999999892e+01
1.039799999999999969e+01,3.162999999999999812e+00,9.381999999999999673e+00,6.288400000000000034e+01
1.050900000000000034e+01,3.379999999999999893e+00,7.653999999999999915e+00,6.590300000000000580e+01
1.083099999999999952e+01,3.685999999999999943e+00,7.908000000000000362e+00,6.543699999999999761e+01
9.377000000000000668e+00,3.496999999999999886e+00,8.612999999999999545e+00,6.450600000000000023e+01
9.429999999999999716e+00,3.446000000000000174e+00,8.837999999999999190e+00,6.413100000000000023e+01
1.056799999999999962e+01,3.306000000000000050e+00,7.873000000000000220e+00,6.533700000000000330e+01
1.085500000000000043e+01,3.549999999999999822e+00,8.288000000000000256e+00,6.446399999999999864e+01
9.871999999999999886e+00,3.104999999999999982e+00,8.648999999999999133e+00,6.537099999999999511e+01
1.078500000000000014e+01,3.250999999999999890e+00,7.876000000000000334e+00,6.523300000000000409e+01
1.009699999999999953e+01,3.490000000000000213e+00,8.586000000000000298e+00,6.567900000000000205e+01
1.044200000000000017e+01,3.345000000000000195e+00,8.029999999999999361e+00,6.514400000000000546e+01
